sku,caseW,bboxH,cxRatio,cyRatio,canvas,color_mode,extra_chunks,metric_warnings,pass_geometry,pass_content,human_classification,needs_rerender,notes,remediation_status,post_remediation_needs_rerender,post_caseW,post_bboxH,post_cxRatio,post_cyRatio,post_canvas,post_color_mode,post_metric_warnings,post_visual_review,post_sha256
CRH32261197,0.35,0.997143,0.512143,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.35,0.997143,0.512143,0.5,700x700,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,24da1306b28d9994aa42485924ef824260c3199cdbd63725da8929cfeb6d6c1d
CRH64511733,0.753906,0.917318,0.525391,0.491862,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.753906,0.917318,0.525391,0.491862,1024x1536,RGBA,,approved,291c6d1b05e0ca3a98dd8cb857fbfcc608b537fcaf5cf8117bb1ae0584d4288e
W2295,0.727273,0.978,0.503497,0.501,286x500,RGBA,,canvas|caseW-low|bboxH-high,False,False,true failure,True,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap and visible underside",rerendered-and-approved,False,0.781250,0.911458,0.500000,0.500000,1024x1536,RGBA,,PASS,dd5877994cced8804ea76a1ca19ed1936ad70c4866b3cdf0f4c642bc85bb3ae2
CRSRPK65K1,0.96124,0.984444,0.498062,0.498889,516x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.875651,0.500000,0.499674,1024x1536,RGBA,,PASS,82eeacdba832e0e4fab76896c4e4017b0db00b6241e557b59c86d954a3f9040b
CRRA-AC0Q08S,0.655273,0.849609,0.515137,0.484701,1024x1536,RGBA,,caseW-low|bboxH-low,False,True,acceptable variation,False,"caseW-low,bboxH-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.655273,0.849609,0.515137,0.484701,1024x1536,RGBA,caseW-low|bboxH-low,acceptable variation,889198ab88c8a957b22f1087c3cade40452ae1362f14c9704d03c5996ad0c75b
CRRA-AA0E02E19B,0.828125,0.919271,0.527344,0.5,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.828125,0.919271,0.527344,0.5,1024x1536,RGBA,,approved,c206ca6c57862fe0fb7033af6f293d3c72d3d5b38c2a33824b27fbb3dcedbcb9
CR96A187,0.595,0.966667,0.5,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.595,0.966667,0.5,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,59e7d77100b069c28bdc326deff3f0f959ea2342c1bd9729022399fe84c11899
CR98A272,0.643333,0.985,0.5,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.643333,0.985,0.5,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,79a9ffa4a499d80f2b9903c1d0f32efd5b380bf18b6551268f4326f36e06f795
CRJW0149-10L,0.796875,0.879557,0.52832,0.482747,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.796875,0.879557,0.52832,0.482747,1024x1536,RGBA,,approved,23c74b32f1892c89b3da1eef3e46ea2d7e03e8529f2e98dae68fb29d93de205d
CRXL.1971.SET,0.537037,0.898148,0.52037,0.500926,1080x1080,RGBA,,canvas|caseW-low,False,True,acceptable variation,False,"canvas,caseW-low; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.537037,0.898148,0.52037,0.500926,1080x1080,RGBA,canvas|caseW-low,acceptable variation,119beb2be6857fb21a7bb03643380d067fb9c3162751d03a07225bf04f9e7f61
CRRA-AC0Q12L,0.790039,0.934896,0.532715,0.48763,1024x1536,RGBA,,case-centre-x,False,True,acceptable variation,False,case-centre-x; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.790039,0.934896,0.532715,0.48763,1024x1536,RGBA,case-centre-x,acceptable variation,5e81d452fe0bd8e1d4469c649b3ffe26bdc346dbffe185b0408eccddda55359b
CRRA-AA0810N19B,0.824219,0.872396,0.52832,0.489583,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.824219,0.872396,0.52832,0.489583,1024x1536,RGBA,,approved,6934e96e0f679465fdb86548e5201e54730d3e1110e8cf82c624b317f7541491
CRBN0167-50H,0.608333,0.965,0.499583,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.608333,0.965,0.499583,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,f5240d4bdb0599a3ab97bcd155a7f3540f099cbe32f2c0dd4134db4b28221125
CR98B422,0.540833,0.985,0.500417,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.540833,0.985,0.500417,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,43027ceb727526734cfda74ceab1eb6b57cb043a258dec1f07719fa618321292
CR98A224,0.625833,0.968333,0.500417,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.625833,0.968333,0.500417,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,038d845e147c4891723419e1481479cca527b6b957eff37463e3b6b3e9eeea42
CRH32341975,0.464286,1.0,0.516429,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.464286,1.0,0.516429,0.5,700x700,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,1d1a7b87364ac0c1a010a871ecd2d464b04634983bc0eafba6060ab3baa4372e
CRRA-AA0004E19B,0.821289,0.966146,0.508301,0.5,1024x1536,RGBA,,bboxH-high,False,True,acceptable variation,False,bboxH-high; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.821289,0.966146,0.508301,0.5,1024x1536,RGBA,bboxH-high,acceptable variation,7ef320b5d0f8ff42c544837b8fdf77691a845091abb4e942faf95f32de87517f
CR98A179,0.616667,0.981667,0.500417,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.616667,0.981667,0.500417,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,a630c3ff4d13fdd40c4feacfae1ca22e6dac2cdf35732fa8f80839bf1bb3524c
CRNY0168-64A,0.712891,0.942057,0.461426,0.484701,1024x1536,RGBA,,caseW-low|case-centre-x,False,True,acceptable variation,False,"caseW-low,case-centre-x; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.712891,0.942057,0.461426,0.484701,1024x1536,RGBA,caseW-low|case-centre-x,acceptable variation,f26ca394fef6bc40904392d05c93cb138844548d4d9e1275c048f2b3739ac09f
CRVIC241749,0.774414,0.900391,0.529785,0.477539,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.774414,0.900391,0.529785,0.477539,1024x1536,RGBA,,approved,72520e4f8c80ff780dd86b38903d2abcb4407f8f9afdf77eb11fed4c5f4c8e7f
CRVIC241904,0.975379,0.984444,0.500947,0.5,528x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.975379,0.984444,0.500947,0.5,528x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,0d9dc39de2911beef00fe017dd29900e6b56980da0ca6940090eafc87a140c3c
CRT129.410.16.053.00~,0.962025,0.944444,0.481013,0.525556,711x900,RGBA,,canvas|caseW-high,False,False,true failure,True,"canvas,caseW-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: over-cropped head-dominant presentation",rerendered-and-approved,False,0.780273,0.862630,0.500488,0.499674,1024x1536,RGBA,,PASS,7b623345b8ec69fee9a0913ae567b2f65a8e159297c375c3ab347786403ab0f8
CR96A208,0.603333,0.966667,0.5,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.603333,0.966667,0.5,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,b696de7cf7e588dd161c55544d439ae879e0febc16d350b4ed0be5535d828593
CRRF733SRP837J1,0.744141,0.923177,0.523438,0.491536,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.744141,0.923177,0.523438,0.491536,1024x1536,RGBA,,approved,7fd3fc7bdde7ec6bc7958e170c0257e15794f5431396e59514b09acad941381a
CRVIC241474,0.691406,0.928385,0.517578,0.494141,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.691406,0.928385,0.517578,0.494141,1024x1536,RGBA,caseW-low,acceptable variation,c5ceb86f291445c21c4fe119700f9a39a34a0b56335ef59be498b938245c6059
CRH38541513,0.52,0.997143,0.514286,0.501429,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.52,0.997143,0.514286,0.501429,700x700,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,0262fb302e1880a3743811e2b6062e75d4fccccb4e36476316d7c337ff9de55d
W2294,0.818182,0.98,0.506993,0.502,286x500,RGBA,,canvas|bboxH-high,False,False,true failure,True,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,1f867e89a080394a9241de22411ace124e222c77782f951c193797231a280af4
W2287,0.587891,0.962891,0.507812,0.493815,1024x1536,RGBA,,caseW-low|bboxH-high,False,False,true failure,True,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,PASS,b169bb7884993c8eddb295ab37aba7508a228d466a85f4fef78f4857881c2a89
W2293,0.797203,0.986,0.51049,0.499,286x500,RGBA,,canvas|bboxH-high,False,False,true failure,True,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped bracelet",rerendered-and-approved,False,0.780273,0.911458,0.500488,0.500000,1024x1536,RGBA,,PASS,b3bfe3765d386d3f93df65d3a47e15be195e81b64813c6e584b99bc01e662406
CRSRPF23K1,0.962121,0.984444,0.5,0.501111,528x900,RGBA,,canvas|caseW-high|bboxH-high,False,False,true failure,True,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with full strap and hardware visible",rerendered-and-approved,False,0.780273,0.836589,0.500000,0.500326,1024x1536,RGBA,bboxH-low,PASS,4e16ba1fb35f1c23e8087fbc8c25fe0f175807195c29b6acea34e1b30204dfb1
CR96B256,0.631667,1.0,0.5,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.631667,1.0,0.5,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,1a73c6462a3eaf1f6dd920a7db5cafd70d37a5777dfefa64bdf194ca934404e6
CRRA-AA0812L19B,0.834961,0.877604,0.528809,0.48763,1024x1536,RGBA,,caseW-high,False,True,acceptable variation,False,caseW-high; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.834961,0.877604,0.528809,0.48763,1024x1536,RGBA,caseW-high,acceptable variation,a15e80cb1d75d9da9bcfa69e771c316e32080171cd273d58d527f3fd45621ca2
CRBJ7006-56L,0.605,0.966667,0.499583,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.605,0.966667,0.499583,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,4ad4cbf1f02fd4ba21e93e96ad8b046833631aad5d1f99c7e10b154c1cd67ba7
CRRA-AC0K03L10B,0.8125,0.902995,0.527832,0.494466,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.8125,0.902995,0.527832,0.494466,1024x1536,RGBA,,approved,91f2456cc3c845a203d7035eb245d6f61ced83f9acc4f98551351f7f6898bd37
CRBJ7138-04E,0.625,1.0,0.5,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.625,1.0,0.5,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,96fd396096e9c3e8c5a4786f0ac2e20c44a7294895822c08849552b2a6a8a3f9
CRH68311533,0.468571,0.997143,0.498571,0.5,700x700,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.468571,0.997143,0.498571,0.5,700x700,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,a7a8cc9a3696b0a232b8a8746992280615b4d4fdcfd0ce3cd8937e62020c8149
CRRA-AA0815L19B,0.766602,0.940755,0.524902,0.499674,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.766602,0.940755,0.524902,0.499674,1024x1536,RGBA,,approved,bd607a7aafab27459938b21c8f4be277bb9d99251e8f41f95c6a127c7dbbb7d8
CRRA-AA0E04Y09B,0.851562,0.963542,0.494141,0.494141,1024x1536,RGBA,,caseW-high|bboxH-high,False,True,acceptable variation,False,"caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.851562,0.963542,0.494141,0.494141,1024x1536,RGBA,caseW-high|bboxH-high,acceptable variation,bec04e50abe9f7b36af0d956ae4e0b1a25445141fccf453567d1ea5ac22891f8
CRRA-AA0002L19B,0.850586,0.951172,0.507324,0.495768,1024x1536,RGBA,,caseW-high|bboxH-high,False,True,acceptable variation,False,"caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.850586,0.951172,0.507324,0.495768,1024x1536,RGBA,caseW-high|bboxH-high,acceptable variation,1759e4201702f25f9733f248eab79d1cf1b197a0e083e2e08d5e44b936f09f95
CRBL5571-09L,0.606667,0.968333,0.5,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.606667,0.968333,0.5,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,0f3af94335bff626a9690fffbdeefc71fbdda6f164993471be76542a7f7f2afd
CRPRW-61ANS-3,0.976744,0.985556,0.500894,0.500556,559x900,RGBA,,canvas|caseW-high|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-high,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.976744,0.985556,0.500894,0.500556,559x900,RGBA,canvas|caseW-high|bboxH-high,acceptable variation,7cb1486d688297febe7021ecab330c321f5bafc9d17fa50ee5f100c77b4ae3e5
CRJP2000-08E,0.797852,0.970703,0.447266,0.500326,1024x1536,RGBA,,bboxH-high|case-centre-x,False,True,acceptable variation,False,"bboxH-high,case-centre-x; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.797852,0.970703,0.447266,0.500326,1024x1536,RGBA,bboxH-high|case-centre-x,acceptable variation,281971ed8a6123670f56d8df5b65fcc032d3b87d6231bb4bb3bffb775c33f388
W2296,0.744755,0.98,0.494755,0.5,286x500,RGBA,,canvas|bboxH-high,False,False,true failure,True,"canvas,bboxH-high; PASS_CONTENT from legacy catalog black-background review; human full-resolution review: strong perspective with looped strap and visible underside",rerendered-and-approved,False,0.780273,0.911458,0.499512,0.500000,1024x1536,RGBA,,PASS,b56ecdc8872155b300dd14caf98886a98a695637b23ba14ae8f78b2ba49a9769
W2264,0.681641,0.920573,0.486328,0.470703,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.681641,0.920573,0.486328,0.470703,1024x1536,RGBA,caseW-low,acceptable variation,e10a56c92c28b5598ef1814bab03d6544b28b11dd0ac20207353fb868e45eb93
W1610,0.71582,0.876953,0.519043,0.495117,1024x1536,RGBA,,caseW-low,False,True,acceptable variation,False,caseW-low; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.71582,0.876953,0.519043,0.495117,1024x1536,RGBA,caseW-low,acceptable variation,f6cd55d5e8f72069ce34cd22a69a0f3bb38c4cbc9cff4d00b9443ab0536f4801
CRBN0238-02L,0.674167,0.966667,0.500417,0.5,1200x1200,RGBA,,canvas|caseW-low|bboxH-high,False,True,acceptable variation,False,"canvas,caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.674167,0.966667,0.500417,0.5,1200x1200,RGBA,canvas|caseW-low|bboxH-high,acceptable variation,c750d4159087f958eb49374802ef42abbbf8bbcf84ae3cf288f5f39a06d908ee
W1551,0.734375,0.95638,0.482422,0.488607,1024x1536,RGBA,,bboxH-high,False,True,acceptable variation,False,bboxH-high; PASS_CONTENT from legacy catalog black-background review,unchanged-protected,False,0.734375,0.95638,0.482422,0.488607,1024x1536,RGBA,bboxH-high,acceptable variation,5a23bdde3f6509f95a5a8b3c648c6259ad4600053a56c4d5f07725ae76192978
W1672,0.737305,0.947917,0.509277,0.496094,1024x1536,RGBA,,,True,True,approved,False,PASS_CONTENT from legacy catalog black-background review; pending v2 candidate recheck,unchanged-protected,False,0.737305,0.947917,0.509277,0.496094,1024x1536,RGBA,,approved,9c4bcfb96af8018f6332a1cbb1ec2eb71b67753357e7253af3ed89e047f779d3
W2263,0.71582,0.958333,0.516113,0.496094,1024x1536,RGBA,,caseW-low|bboxH-high,False,True,acceptable variation,False,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.71582,0.958333,0.516113,0.496094,1024x1536,RGBA,caseW-low|bboxH-high,acceptable variation,e032e13c2f0a5f8bc777c58411ed573a40a5b4dd0a75d5e54894e3aaa1ad28b2
W2256,0.549805,0.952474,0.51416,0.494466,1024x1536,RGBA,,caseW-low|bboxH-high,False,True,acceptable variation,False,"caseW-low,bboxH-high; PASS_CONTENT from legacy catalog black-background review",unchanged-protected,False,0.549805,0.952474,0.51416,0.494466,1024x1536,RGBA,caseW-low|bboxH-high,acceptable variation,141b5136deac771810917169d4fabbe4cabfd197e21ca4cac2e5e70d61f28a8d
