SKU,Brand,Model_Reference,MarketValue,Pack,Issue,CurrentImageURL_reference
W2275,Seiko,SEIKO Coutura Stainless Steel 41MM White Dial Two-Tone Men's Watch,850.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2275.png
W2276,Seiko,Seiko White Dial 26MM Two-tone SS Women's Watch SXE976,892.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2276.png
W2278,Seiko,Seiko Mother of Pearl Dial 25MM S-Steel Bracelet Women's Watch SXD,981.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2278.png
W2282,Seiko,Seiko Silver Dial 18K Bezel Stainless Steel Women's Watch SXG964,1365.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2282.png
W2286,Citizen,Citizen Black Dial SS Women's Watch EK4640-59E,309.0,"$50, $125, $250, $500",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2286.png
W2287,Citizen,Citizen MOP Dial Silver-tone Women's Watch EP8090-54D,546.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2287.png
W2288,Citizen,Citizen Elegance Gold Dial Stainless Steel Women's Watch EK6764-55,462.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2288.png
W2289,Citizen,CITIZEN Elegance Gold Dial Two-tone SS Men's Watch BI0124-57PZ,462.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2289.png
W2290,Citizen,CITIZEN Eco Drive Black Dial SS Women's Watch EW1410-50G,514.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2290.png
W2291,Citizen,CITIZEN Silver Dial Titanium Women's Watch EL1550-50A,525.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2291.png
W2299,Citizen,CITIZEN Eco Drive Black Dial Stainless Steel Men's Watch BL6067-54,715.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2299.png
W2300,Citizen,CITIZEN MOP Dial Two Tone STAINLESS STEEL Women's Watch EG3154-51D,827.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2300.png
W2301,Citizen,CITIZEN Eco Drive MOP Dial SS Women's Watch EG3150-51D,858.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2301.png
W2302,Citizen,CITIZEN Stiletto Eco Drive MOP Dial SS Women's Watch EG3170-54D,862.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2302.png
W2304,Citizen,CITIZEN Allura Eco-Drive 27mm White Dial Diamond Accent SS Women's,609.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2304.png
W2307,Citizen,CITIZEN Eco-Drive Black Dial SS Men's Watch BM6640-57E,722.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2307.png
W2310,Citizen,CITIZEN Serano Eco Drive MOP Dial SS Women's Watch EP5830-56D,620.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W2310.png
W241,Hamilton,HAMILTON Square Black Dial Stainless Steel Vintage Watch H000032S,834.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/W241.png
WL0,Cartier,CARTIER Ballon Bleu de Cartier 40MM AUTO SS Grey Dial Men's Watch ,9341.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WL0.png
WL17,Chopard,CHOPARD Happy Sport 30MM 7 Floating Diamonds Women's Watch 278496-,6792.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WL17.png
WL2,Cartier,CARTIER Ballon Bleu 42MM Roman 18K Yellow Gold Men's Watch W2BB002,13765.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WL2.png
WL3,Cartier,CARTIER Panthere de Cartier SLVR Dial Women's Bracelete Watch WSPN,7000.0,"$250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WL3.png
WL30,Gucci,GUCCI G-Frame Quartz SS 14x34 MM Pink Dial Women's Watch YA127516,1606.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WL30.png
WL32,Gucci,GUCCI G-Flat Quartz Stainless Steel 30MM Silver Dial Women's Watch,2088.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WL32.png
WL37,Gucci,GUCCI Dive Automatic SS 40MM Gold Silver Dial Men's Watch YA136357,2594.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WL37.png
WL48,Gucci,GUCCI G-Timeless Quartz SS 29MM Pink Diamond Dial Women's Watch YA,1580.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WL48.png
WL49,Gucci,GUCCI Interlocking G Quartz 29MM Silver Diamond Dial Women's Watch,1580.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WL49.png
WL88,Gucci,GUCCI Small Quartz Stainless Steel BLK Dial Women's Watch 600L.001,1085.0,"$50, $125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WL88.png
WW885,Movado,Movado Quartz Stainless Steel Black Dial Date Women's Watch,1667.0,"$125, $250, $500, $1000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WW885.png
WW900,Movado,Movado Sl Chronograph S-steel Silver Dial Men's Watch 0605824,2266.0,"$125, $250, $500, $1000, $5000",ANGLED-P2 (one auditor),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/WW900.png
CRBG-169U-1C,Casio,Casio Baby-G Digital Resin Strap Pink Dial Quartz BG-169U-1C 200M ,135.0,"$50, $125, $250",WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRBG-169U-1C.png
CRBN0159-15X,Citizen,Citizen Promaster Divers Eco-Drive BN0159-15X 200M Men's Watch,514.0,"$50, $125, $250, $500, $1000",WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRBN0159-15X.png
CRBN0194-57E,Citizen,Citizen Promaster Eco-Drive BN0194-57E Diver's 200M Men's Watch,494.0,"$50, $125, $250, $500, $1000",WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRBN0194-57E.png
CRER2400BW,Orient,Orient Bambino Collection White Dial ER2400BW Men's Watch,256.0,"$50, $125, $250, $500",WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRER2400BW.png
CRF20692-2,Festina,Festina Timeless Chronograph Leather Strap Blue Dial Quartz F20692,252.0,"$50, $125, $250, $500",WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRF20692-2.png
CRFAC00002W0,Orient,Orient 2nd Generation Bambino Automatic FAC00002W0 Men's Watch,420.0,"$50, $125, $250, $500, $1000",WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRFAC00002W0.png
CRFAC0000BW0,Orient,Orient 2nd Generation Bambino Classic Automatic FAC0000BW0 AC0000B,204.0,"$50, $125, $250, $500",WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRFAC0000BW0.png
CRFAC08002F0,Orient,Orient Bambino Version 4 Automatic FAC08002F0 Men's Watch,430.0,"$50, $125, $250, $500, $1000",WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRFAC08002F0.png
CRPRW-61ANS-3,Casio,Casio Pro Trek Analog Digital 30th Anniversary Bio-Based Resin Str,537.0,"$50, $125, $250, $500, $1000",WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRPRW-61ANS-3.png
CRRF1050SUN065P1,Seiko,Refurbished Seiko Prospex Kinetic GMT Diver's PADI Edition SUN065 ,741.0,"$50, $125, $250, $500, $1000",WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/CRRF1050SUN065P1.png
E4971850965169,Casio,Casio B640wc-5adf,95.0,"$50, $125",WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/E889232376592.png
E79767944391,Casio,Casio A158wea-9cf,40.0,$50,WATERMARK (needs clean),https://raw.githubusercontent.com/AveryArtlife/gembreak-images/main/watches-only/E889232102375.png
